ABOO AVL Rojinegro
18754368 9347298 2176239
48621593 2301309 2453580
24583557 2150729 1980089
65016752 3866700 2007040
27384737 2043350 1903700
68227232 2417430 2476809
16298608 2076470 2211639
12398619 2250060 49924373
25969187 1625110 1640960
13114558 1480500 1761270
9654359 1659310 1505530
47119514 2097990 1694430
7868980 1924080 1821859
9372039 1735620 1698170
12933888 1378900 1368200
88428379 1730790 1670350
7244589 1573069 1381470
6248290 1393749 1436560
48598124 1908590 1850030
18975107 2483510 1693600
6085209 1451920 3961100
12888478 42299595 2011809
23560817 1819940 1886910
8556909 2604169 1896680
58261913 3720750 1704090
10393818 2483890 2348160
27188606 2027490 45315834
10347219 3342699 5583080
14288138 1584650 2749170
11910478 2119330 2224200
58162812 2220189 2496700
18237228 2156869 2025060
69222622 2539659 2654600
22706547 2349700 2084080
94033509 3041980 1697409
13593919 2073090 3457209
40224365 1764800 5970709
30126916 1832020 1761900
10727768 1945659 1765210
9452059 34706976 1654520
27824916 1386550 4003589
11576248 9568039 1883460
10280129 1450039 1346619
38876875 1375561 1393090
14928208 1561190 1387210
7348789 4659469 1429550
8296769 1434150 1498060
54836743 5293419 1685490
16859149 1653159 1994850
24145807 1502310 1691110
45688974 2023160 2422330
26616537 1753230 1879760
66633332 6103779 2059769
27252027 1806670 2090820
43816164 2683370 5031399
30205767 1519089 3646160
54849544 1843009 2526890
20756717 5181940 1457980
35262405 4820889 13207488
36246795 5833299 1721729
30523536 7242849 3061070
32290046 1927450 2083330
21283597 8140959 1943580
17319368 1360230 1673539
23486477 1542429 1946740
14610589 10394798 1971740
14795498 1849820 2546980
11774748 2100120 1813440
6805309 1521500 1593030
57239983 1914809 1914050
37633325 8068429 1990590
41944735 2068739 2433399
12217509 1731960 1989979
18683068 1518240 2348190
14835419 5094100 7447949
28824036 2156150 2578949
66351452 3008139 4135140
28840067 1471470 1744970
44391474 2331190 2248899
35811275 4618199 2121149
54976383 7849800 2288439
64397412 1648250 1465900
38369015 4106630 2236849
24366237 2427279 2162230
65627752 2148269 2285869
21884357 2037110 2104320
53347363 1994530 2082900
14034878 2283330 1961510
13153518 1361230 46495814
34399036 5645039 5555689
90449189 5385190 2359019
88525730 2062960 3604090
91958779 2119700 1628910
11406089 1874580 2018610
69346821 2231250 2156720
77403581 2454920 3375520
19443318 1663709 1785410
28004626 42531075 1966360
17822698 2105699 2128979
24772537 6346559 2376270
57379953 4542260 2274670
53783974 3504639 2791760
34146696 1922810 1814280
22036128 2271910 1453320
72116821 2346520 2286370
29641896 1391770 9996898
80052040 2138799 2110880
16677148 2117430 2148590
70935281 7933309 2218939
63530033 8843379 6422989
73550371 2287849 4774340
19081547 3725610 2386109
29107776 2366820 2089490
43731784 7317479 11615339
52703403 2247530 2644230
39544025 2087150 2038240
17331598 2043030 2075210
85254839 1969680 11897058
66962371 2524030 3234109
68927772 11143189 2066189
71271121 2101660 2323840
14134798 4184120 2093000
21537207 2009200 1913100
74078480 7265629 2053540
21421798 1528450 1453829
21917638 2256949 2094179
58138973 2679690 6441399
30714687 2277689 1929520
65390492 9639239 2029370
34155515 2131840 2075590
39665645 2103269 6374390
16901098 2122740 2067589
60149803 2580000 7505830
18417507 2112700 2088260
10586549 45788245 2109110
32898435 3265640 2118320
17591358 2127410 37432405
40101844 2027110 5269850
53093993 2230360 3287130
33638906 2027109 2061050
21872567 2136040 3702789
53172204 3789169 2400189
17582758 1492530 1976890
60269172 2206010 2102730
17000098 2528189 2957870
15204698 2613080 2181759
77338670 1844610 2537040
32601087 16894077 1954880
25405237 1926090 78415530
41090345 1916760 2045679
75093391 1749260 1664370
10333748 4457589 2025630
67185041 1865860 1416060
28076706 1837089 1352560
12467449 45392765 1769910
34218496 2711419 2096430
64256682 6175459 4121610
58323203 2369979 2484319
47132604 1977340 1970620
16161348 1521370 1810499
59383993 1608650 7532349
47287324 2141690 2089850
11048708 20408678 1580439
46117844 4620899 1684520
24390387 2145490 2176420
29172946 4023289 1677640
52164294 6024159 2030450
47929554 2996489 2485931
33118055 2306149 3275060
61060682 2242870 2102069
49313533 2050949 9009589
12892698 1462359 1685760
15150258 1383100 1676170
6247059 1717400 4130739
14297119 1616350 2528209
49197254 1913710 1576940
16568508 2152209 2114940
14351668 2120710 2226580
51468124 2001190 2603840
16676588 1407520 2000169
9585129 1553930 2299309
90727388 3273130 5831309
61304773 2286329 7385809
23725048 7969940 6423509
70409201 2529550 2170460
37054556 2045540 1891139
30504487 5113339 3410240
36074205 4025319 2187400
60501133 2415919 2536659
25884077 2274720 2134460
54827513 2165000 2112711
20364838 1882460 2038580
61005693 3220979 3275740
22299807 1988080 2312940
92516058 1822320 1939370
19369157 1685519 1750510
98837748 2405180 2346869
52603844 2152699 2124609
28413857 4394779 2322370
61841182 2204890 1845850
30793546 1531480 1575470
70940371 2925579 2598890
33934966 1378150 1472650
57143612 1833759 1823020
11752689 3079440 1645779
8442849 1736070 1729150
45517744 2917900 2191919
25018947 1976549 1956620
10347379 2735179 1589800
54861723 4027680 4398479
13344469 1548450 7566980
96381818 1347650 1830990
10536989 1565450 1633280
23887567 1840919 1806570
32085366 1964130 2322430
15724158 2286039 1494390
86617699 2380330 10911099
114249495 2868250 2166480
57213353 5895560 2297180
32063426 2032220 2092220
61890272 2094200 2185029
43117755 2124920 34967205
42204456 8467799 1968059
53544854 2132270 2176349
39913465 49909443 1836309
23621528 1879139 3495540
18543047 2188770 1872970
57341943 3614909 2244950
11481719 3354179 2522930
12046599 2395070 47862674
16658279 2394530 8243519
12513309 2594970 2200740
9131739 2130359 46180734
14718518 2656020 2132209
15559039 3242229 2813380
70415931 2541660 2628929
14338598 3650149 3595820
59734752 1778930 1852220
31961226 2436130 2476359
63654293 3171339 2048419
21136958 4463089 1976980
12158648 42724125 2088390
18366688 2702890 2948899
16579508 2196249 2140859
65803722 2202400 2108280
14398419 2177980 2142149
70238782 2253249 2378980
20273277 1595279 2026830
14286768 51615214 2111490
16510278 1684120 2300899
11003269 2195790 2193279
12367399 46912054 2148480
19945578 2098790 2168640
16234499 2073200 2097060
70345772 2538239 2158080
18112268 1608429 1393610
9082779 1476560 46672494
21410197 1544429 1877190
15229498 2168930 2132490
69478233 2114190 14112988
15722918 2022820 3546910
47522384 2165129 2170170
37525706 2664650 1903889
53186153 2074530 2027030
16541148 1925069 2187080
14554789 2244479 2123440
66844992 1630300 1950050
10725769 2547160 2134459
36443905 2201870 2090659
15145368 2114400 2154269
11428049 1718360 1808730
9726438 1488300 1885440
60838643 1934629 6950209
14443269 1938720 1954300
11153409 1708570 1601180
69150762 2517510 1817800
9686449 1821420 2151690
11145399 1651610 50838644
18473037 2024360 1988540
100378108 1649519 3950750
77803590 3718170 1724400
121824145 2083750 1991110
23944697 2382570 2162050
37527385 1993840 2615209
21078478 1744639 1950870
8690438 1609210 1588229
64396013 1670290 1998419
18265798 2113210 2063850
82999919 2864479 2126850
18423898 1884921 1937230
57948153 2011740 1628300
22395427 1378520 1476460
11376608 1515730 1598680
85226610 2147720 2125379
94253758 2189149 2413920
77087391 2345680 2747139
91354419 2214940 2258570
35955595 1969170 47220804
42379995 2769079 2493830
77361020 2273510 2142040
18398598 2409650 48536393
37707995 2403219 2444759
63640262 2082699 2146080
15389638 2089800 2080149
16752788 2354090 52045334
21441767 2576939 2364549
15870737 2085720 1813520
6475739 2001050 45156504
18616748 2296170 2148799
9623319 1965669 1874800
7442949 1499330 1513740
61268152 2066880 2098289
20329917 2144170 3987309
10537979 1669330 2264660
58521952 1778470 6869860
9703738 1494700 1871840
7169929 1874349 1724079
6853620 46698324 1948420
15785228 1938300 2191060
10887259 2014540 2817859
16390708 48083014 1992870
28848796 2384460 2187490
15050398 1424000 1558580
21465067 2146140 2232510
17864558 2079510 2118459
79400241 2038529 8668269
25135457 2124870 2108790
45336344 1977990 1963030
22184457 2025239 2000890
75878201 2144719 2405170
14687029 2152099 2202900
70802801 2179370 2201300
16032837 2269220 2138579
72634281 1692240 1870230
8697059 1520729 1686880
7409219 1686660 1709500
9862979 53294393 1909620
18138478 2012380 1950800
11364139 1929899 2126750
66046892 2003070 2159360
28991696 2137160 2157979
23720088 32086626 2033859
16063097 2363640 2058820
79173550 2297410 2369740
21876837 1863609 1933450
10627679 1929340 1953930
78259510 2042700 2215400
8061268 1464479 1438430
65715742 1388520 1353460
13222038 1666400 1665390
9710319 1939180 1982140
8363499 1797120 1862260
65122522 2018230 2865300
13605058 1431930 1345940
8010779 1826559 1901880
9644479 1750980 39893655
22019517 2084140 1935640
9404499 1934100 1761199
59735633 4340519 3564500
18620098 1940480 2109910
10259468 2082739 2070240
58007963 2054820 2389660
15838318 1898120 2157840
9863429 2106260 2261049
70464071 2374171 2235560
19897398 1467940 1413750
5996750 1611899 1445299
6517549 1408650 45621165
27149286 1590050 1616170
9256199 2026510 2041360
10689779 43418634 2132930
23053357 1589740 6719830
36437225 1523050 4484749
78868660 1919600 1999400
10377439 1760929 1429421
29385786 2081909 2250450
29428736 2149490 2246760
17073598 43001155 2232070
25130327 1666600 1744090
37513665 31439496 3403200
40576595 2171479 2169200
13435079 1459319 1400299
56702293 1617920 1740450
13528288 2314100 2158719
95225188 2224660 2124750
14128529 2048949 2118270
88924469 2553170 2595549
19016027 2205100 3105779
49193584 8795899 1831850
30139896 2039510 2938570
39198925 2241490 2329160
13468729 1898039 1878049
15463988 2693629 2396200
72525221 2211369 2328651
13420579 2386790 2028250
88514339 2263920 2260229
16372607 2187900 2379470
55851884 2102430 2141999
21260497 1480089 1761820
8883889 1952590 1721860
60464223 1460170 1886910
10021869 2092169 1991950
9052229 1996790 1863209
58073873 1977180 1613330
12142088 1638490 1389680
7445299 1516410 1437000
65933032 1860309 1865719
15788508 1610760 1821810
10438248 1459099 1742100
58519593 2052619 2114460
24290697 4003050 2208500
71476302 2151090 2194560
13301977 2066710 2259880
13473568 2104720 2161250
66337922 2423960 2383380
22603807 1925650 2451699
65657122 1958340 2026110
16085708 1640540 1695860
11320839 2003110 46877694
22204417 1979159 80126080
33043466 2396910 2483030
13352468 2200440 42890994
26779286 2454940 2506490
14697158 53819953 2308470
33821825 2489029 1595450
9503839 2035000 3474809
51394614 5849129 2644080
15285528 1449940 1911400
12081318 2059630 2076330
59635823 2346209 2581760
20916938 2456780 5432949
17273258 38093255 2095450
19290598 4918299 2013380
22468487 2030440 2069440
54292763 1451190 1342580
17109267 2217290 2241060
12951918 2186420 2067260
73376861 2760440 2499330
12057928 1598579 1388290
29571057 27546126 2168250
19413807 2062980 2235140
21664377 1907389 1678670
56431253 2126009 2177831
19311218 2550200 2531129
15362288 47182894 1878570
45900465 3977619 2484850
57958023 2246989 2218260
25788397 2225690 4460989
64165743 1518450 1379100
16388318 2160189 1935390
65713362 2258749 1554550
27147757 2477079 1640510
7558639 52105364 2225719
16404599 2324099 2675760
12196438 2100180 1773790
12265658 48058864 2404650
20462418 2277359 2327610
12438329 2270689 2334260
79015720 2638059 2467129
16714259 1792940 2339800
66350492 2396420 2113409
13307179 1503570 1408260
11558508 1905479 1735760
83761120 2096130 2029529
13043059 1810770 1965479
65066251 1526740 1544360
10080270 1906129 2028920
71111751 1431070 2084860
14986488 1795720 1498510
14566918 52489533 1602779
17092398 2041760 2039070
20585277 2118370 2005420
66445192 1861489 10527399
25213507 1967069 2019229
69140692 1668790 1657210
8592909 1770420 1928720
10655419 1532480 1562610
7119289 46047105 2094770
19786887 2210320 2668670
30027486 6687349 2783330
80383410 1617990 1848830
28772957 2362049 2003260
15561938 1400870 1489910
10803468 4860710 2228460
13345419 2065840 2090569
63135402 1489259 1816700
7742369 2086290 1809670
8242539 1608730 1763059
8501008 1620889 2129660
65361002 2199379 2306569
19176208 1802910 2091019
12604219 46881814 1852460
17479588 1890979 1929729
85745940 1880930 1921919
15289758 2213150 2231030
11805229 57974492 9297069
19091518 1824119 2794210
81384260 1389270 1722850
10421558 1893500 1975420
8924939 1632240 54485534
16778768 1956369 2064730
10019369 2004270 2079770
10061999 54712593 1730330
24122087 1706490 1412520
8700649 1654140 1490419
61278023 1893910 1907849
10890229 1439680 1542110
9021659 1937929 1862880
7312579 1929110 2131510
67775341 2235350 2147040
13978808 2133970 2173490
64162603 2065229 2180960
18904238 2162970 2177449
11389219 2058939 2117979
63221063 2075790 2179750
11039668 2118940 2135190
10394179 2078850 2108159
67238782 2099410 2197330
12199329 2197090 2102901
10741699 2087310 2138420
59829662 1675240 1476120
11266169 1392950 1527980
6655400 3536239 1666640
12402448 2179060 52276893
24621887 2234780 2149500
11775979 1955310 1361170
57541993 2127010 2095329
16350409 1957080 2067650
12004178 2146740 2055870
68239681 1991460 2137360
11314579 2054430 1981860
9466079 2202179 1974800
61112333 1922400 1540640
7694668 1626259 1471560
6772929 2703820 2051860
8406039 1500909 1486510
61522023 1759709 2022510
11044099 2188310 2213249
9827189 2221730 2099470
63866092 1720470 1978950
11939168 2005140 2080349
9826089 1863000 1859680
7660539 1523099 1501660
72949041 1874700 2176340
8268959 1746959 2882269
7784539 1489750 1821200
66320041 2236540 2229590
10978899 2309730 2160139
11133889 2199870 2170930
59278433 1576680 1842620
8507419 1754580 1598700
6774579 1471480 1400280
7605079 1600530 1661909
64287732 1442330 1626880
9185259 1886500 1896270
9216819 1876870 1536190
7549879 54439874 1591830
18375387 2183230 2252490
13262929 1973280 2163769
66616662 2011310 2165320
11631219 1404650 1498490
7476479 1870970 1804250
69939152 2214769 2024480
15269078 1820470 1814290
9450549 1741739 1490760
61542833 1889080 1572669
10861769 1597010 1475509
10540179 1652900 1457630
66121042 1841720 1572539
13649489 1993530 1690069
7173739 1559200 1530820
7685899 1738729 1600990
59751572 1798640 1457980
7889029 1930059 1765190
13190539 2025880 2073980
64797772 2467580 1886880
18682627 2166510 2116490
24759267 2119349 45393274
20276147 1707830 1639160
12214159 2150909 1966300
66036442 1671869 1601491
11166109 1838440 2071160
88484329 1567920 1970200
13540779 2010981 1889240
71963381 1476920 1718300
10952668 1541310 1476740
11422239 2015329 1646019
81156900 2059840 1897450
75565590 2126630 1683910
11017789 1705069 1550950
8112299 1644900 1587950
10077599 1701019 1416939
63289562 2200209 2074880
16573598 2167839 2138850
73631531 2221550 2140880
16274628 2126330 2128990
14283368 55013644 2200779
11013919 1406380 1769439
9285359 1687720 2042140
9949889 1797199 2004690
65212482 2229730 2201640
11008578 1673870 2482510
12279618 1812650 1411080
68464651 2175600 2187500
6666179 1364060 1497130
5978469 1402710 1644150
8650789 1820830 1684030
69570301 1533851 1713319
10098439 1974190 2202649
13097299 50741094 2258139
44379165 2139009 2247799
11112649 37947015 2040200
15657418 2137920 2127319
11256109 2439910 2082510
67064301 2171290 2181549
19016837 2160160 2073270
10584329 2108019 1671630
6794319 1896660 1849270
53898903 1777710 1842530
9690919 2085109 2078920
10568369 1857639 2092649
70747991 2072100 1764670
11402388 2019970 2051360
12793459 52670953 2172250
20558647 2104690 2081440
10100219 2210489 2294400
68814861 2256160 2272530
18992548 3110649 3394410
12118578 50416314 2141570
28619966 5000470 2344320
65890822 2325450 2573040
22066688 2053670 1888289
9806739 2098000 51041713
23104977 2490839 2237600
14186879 2175170 2091940
73623101 2009460 2091111
14026647 1715470 1733590
69295832 3893669 2113880
20499788 2090379 2125720
67907232 1493970 1567360
27363807 2401850 5197819
70640271 2178030 2050900
16558138 2136560 1636029
63532903 2533389 2317920
22278987 2264050 2309009
79692961 2228429 2170700
21464047 2571260 2223870
16686029 2344339 2498770
10724259 1847970 1769419
8904048 2170860 1916379
81301660 2810179 1667600
21658187 1427820 2149200
64308862 1956180 2118160
19476107 2327660 51192173
99053767 2479179 2153270
19803518 1880089 1712850
87828129 2389620 2302870
15775078 2098560 2187149
78403761 2340690 2334180
89111529 1872740 1549859
12384029 2456930 1970770
70013472 2010131 2021721
20898727 2160829 2076240
15362318 51227754 1795230
34744096 2772240 2164740
12929128 1752100 1965430
62683812 2341730 1645449
18135537 2241290 2316830
76491720 2254820 2272180
81138480 1991859 2401229
13052529 2422870 2540540
11598778 1473519 1611020
65095772 2498160 1854140
17976117 3713970 2585510
71533871 2312950 1815399
15308548 2412740 2497140
66691142 2154509 2298039
23467957 2205110 2252650
68846611 2242580 2420940
19152217 2455850 2436779
9840440 1687510 1905340
71929541 1943280 1806460
11612379 2613290 2156920
67861321 1776490 1598990
11944668 1620740 1455180
9765549 1887210 2044349
69354952 1766309 1825480
23016027 1774550 1647500
12707089 1535990 1697290
59764863 2108159 2796170
14741538 2041049 1945970
14714179 49011254 1894860
17108519 2027030 1958000
13730898 1721150 1832270
63040422 2099180 2309590
34565095 2567480 2490669
82783041 2201450 2078480
13472658 1714210 1968870
50337794 2250929 1849930
21001318 2104530 2487890
17373468 2169110 46312914
30824056 2160940 2171040
15352689 2194529 2137690
90809369 2104620 2161880
49762503 2130510 4461269
21232168 2084660 2092120
15656117 1886440 1438570
54787913 2088510 2148910
15629778 2210529 2046660
66949712 2024870 2152220
33302906 2105859 2165590
73271262 2282010 1646149
12015169 1643930 1702759
10495068 2022390 2050330
55886584 2949689 2136560
32400386 2163850 5938749
52005814 2008599 1985809
16220228 2022330 1869070
8845359 1768019 1615220
62010842 2115819 2087550
103137247 2106290 2092000
12902388 1777780 1649930
8783618 63163562 1937940
11738318 2255560 1796050
10878339 1836890 1450340
14399238 1646100 1475090
8598489 1842389 1683820
7784799 1403400 1496780
65629762 2211620 1771469
10915319 1618100 1518459
8446300 1507961 1960139
11907498 1944120 50800904
13490158 1743760 1774680
7999829 1640650 1558569
7030330 1780210 1624289
7079359 54980593 1464320
12806308 1777540 1562749
6635850 1598830 1627719
6395089 1654190 1568420
6954229 54940763 1606480
10722159 1519930 1443679
10589079 2139310 2191480
9080299 1496420 1432140
6679539 50385703 1693490
10086739 2060169 1694481
9635809 2193390 2190649
7082380 1389279 1591080
69255912 1700650 1424489
9018089 1837320 1661250
7785419 1413000 1438680
7504729 1466781 1502719
64079272 1419330 1416210
7251869 1788570 1626870
7564799 1420639 1895419
7629239 1543860 1379790
63457322 1688200 1364880
7837949 1679570 1444729
6550610 1736840 1530190
8414829 1533120 1359370
62110792 1665870 1419030
6518489 1474290 1513570
6365389 1684960 1625000
7030389 1687900 1386889
6114309 1421260 1404550
61020232 1737170 1950670
8608738 1639370 1454800
8884899 1552009 1430070
6990700 1469839 1430860
63840802 1568110 1444850
6438279 1500090 1454050
6295959 1497870 1482739
6080139 1428640 1543699
7081200 1686520 50454974
9420279 1614230 1391860
7415299 2062729 1454920
6603939 1441020 1364730
5983299 1723890 1445290
61918132 2170710 2121300
12058318 1747950 1434290
6294909 1778980 1836979
8129109 1578920 1685000
60382643 1815600 1411379
9849189 1522700 1373900
7336079 1397970 1432970
9298398 1791730 1363870
63013452 1924080 1371030
7597149 1499890 1758379
8204589 1512560 1443750
6482579 1466260 1424450
66158212 1920620 1935870
9921329 1612790 1580380
6831839 1648000 1807761
8829719 1805300 1370200
60304932 1742730 1543590
6985069 1444840 1627200
7759619 1550850 1392660
8179069 1648000 1673229
64019302 1738600 1642090
7259329 1569550 1498009
8258398 1441730 1389880
7266489 1530540 1397050
63398082 1799460 1394750
9676648 1817320 1426160
7946829 1568760 1535860
8945398 1514730 1417820
60939183 1684200 1462590
7099269 1428640 1476280
6619149 1708390 1397140
6220769 1427390 1535190
60381983 2070059 1734700
19051258 1757070 1558350
8071809 1585360 1514440
7562779 54313743 2248130
11098929 1984119 1753160
7897019 1576170 1432900
6087329 1515840 1453390
6782749 1473810 1618450
60292522 1531390 1378800
7057799 1467660 1468110
7383430 1639960 1508400
6898129 1704480 1877590
62726892 1958990 1475000
7751329 1572189 1415210
7545689 1891940 2024420
9677789 2060269 1839220
59550903 2031499 1665990
9066469 1668030 1449040
8214619 1745889 1588820
7775439 1687470 2023570
62797112 1639250 1592480
6770808 1926450 1930390
8386609 1622960 1561120
7102589 1719580 1769969
60041863 1733610 1601620
12560818 2244420 2011680
88662479 1962389 1910359
10546439 1616110 1636450
9399249 62609223 1898170
8907869 1495739 1761690
7492729 1450180 1587009
7108190 1385410 1398179
6836009 59338613 1518760
13154109 1545639 1385890
6643279 1517359 1427320
5977699 1446260 1443440
63260042 1455610 1486090
9204319 1558950 1556750
8772709 2004460 2074610
10277678 1540420 1475530
6293959 1951530 50704384
16367689 2020690 1893089
12674729 2059620 2060160
65849212 1972300 1935249
8050829 1798160 1853580
9000809 1716700 1582800
7091909 1461849 1383909
6202460 1428140 50374794
15319928 2256870 1970980
12034938 1683690 1703130
10204448 1745730 1727650
60572433 1601450 1391450
7593840 1868159 1620690
6611709 1416170 1401270
9557409 2072290 55678084
13621038 1985910 1714859
8411429 1771060 1892290
7866099 1456520 1559550
5847939 1390779 51766513
11670129 1515370 1603090
8133269 2295169 2060800
7579159 1969090 1499940
64483012 1531759 1474489
9354309 1611220 1635110
9816088 1928349 2006220
71746842 2396780 1957450
12015258 1744730 1669140
8645469 1391750 1937630
9903469 1559520 1759599
66686943 1717999 1842980
11904858 2003530 1725240
10646929 55167483 1556090
11533288 2011330 1898309
11897288 1641670 1456300
66669222 2001940 1520230
9851069 1592929 1448860
10603808 1543750 1644980
13438388 1489639 1429850
60908551 1635130 1427139
9512929 1745260 1435340
8807469 1384710 1652570
7694738 1393250 1385860
64202320 1562560 1629119
6913499 1906620 1552810
6514059 1498020 1373709
16724267 50666572 1434790
18867596 1925330 2107050
11170368 1511230 1527120
69260679 1815750 1385000
9725418 1771990 1798920
8663989 1603680 1673850
9022988 1885410 51532902
9639489 1382049 1378170
7077649 1983870 1665269
9285609 2144509 1827559
70928349 1571190 1505760
10304278 1984730 1817810
9790659 1992800 1852599
63571120 2155660 1951420
11659018 1778760 2030959
8002609 1575330 1445840
7759619 1584419 1607370
63190180 1812940 1859070
9562218 2064860 2052680
9944809 1474070 1792450
8065048 1948810 1584110
62273080 1648409 1698309
7951488 1763680 1515640
8135469 2251550 1572870
8786998 1513950 50574442
12097038 1671561 1462860
9198289 1482321 1458349
7645619 1679180 1406720
7960178 54783022 1495260
11237908 1718280 1497509
8959199 1858840 1660789
8784409 1523870 1548839
65226520 2236010 2065250
14658767 1754100 1470570
10638288 1795690 1975160
70624139 1582340 1667609
7709159 1510330 2022440
19574257 51637491 2435000
25014136 2229300 2148289
17026268 1445779 55858361
23428696 2079800 2231720
80392438 1443860 1579230
14864388 1952450 2265789
74986668 2479969 2111639
23492056 1867659 61229211
17765087 2030280 2343970
10226048 2419460 2282479
67653160 1990439 2121570
16401207 1637830 1447630
12323198 1678840 1494350
69261899 1841200 1907789
18552898 2141049 2159510
12095368 2134000 42757933
10041268 1589420 1589650
7210049 1551450 1540659
7297359 1394530 1358040
9001498 1456420 1395690
61861350 1410229 1535580
12606908 1709949 1643780
19286917 1659500 1550969
66763400 2148420 2008640
11531108 1538960 1431079
6837499 1655360 4428849
70261509 2581960 2107090
20434426 1471030 1774920
8635179 1463650 1401660
47991142 1831620 1421860
11245388 1525850 1547270
15255748 1438990 1446520
63294170 1740240 1364140
9937428 1986610 2015759
6466819 1500139 1388130
7065079 1462940 1396280
6256618 1492079 50734393
11146039 1525179 1468351
6515518 1602240 1753550
7507198 1443489 6046289
9655688 1696870 2085409
9974558 1736410 1898449
9841908 1828940 2107679
11949818 1759790 1401230
59454931 1831380 1622639
9434619 1521700 1413919
6298708 1438660 1395860
6132549 2158079 1933639
7294359 1477770 1366790
59595411 1829620 1476380
10222818 1666140 1592890
7853638 1530209 1430470
5900869 1383930 1759590
62166370 1927230 1999990
8478938 1365880 1477350
7523039 1506420 1730370
7489059 1497350 1436129
62022871 1452960 1394990
6848349 1576390 1427230
6317619 1397749 1410409
6272799 1526020 1518590
7034889 1513820 1403429
57715861 1656989 1378750
6813509 1510810 1381769
5913169 1511660 1398299
9915439 1768709 1547600
64431700 1735250 1506600
6390380 1516660 1371480
6142969 1811860 1414560
7845358 1395760 1476410
9292618 1896130 50813092
10171209 1815690 1862289
7684299 1414670 1761049
8042109 1628770 1754630
7078949 1505980 54306012
9042058 1922580 1558070
9887188 1955890 1707389
8546509 1921540 1908740
66583419 1847900 1883050
9486729 1549469 1786490
7812809 1547009 1462590
7095309 1412890 1381730
6259359 1516370 50921771
13038607 1562960 1622280
11544568 1665090 11608038
11773458 1862400 1732790
59642140 2145161 1935430
11038718 1804040 1749539
8728689 1940540 1512979
64388471 2013980 1792629
9201659 1794510 1693890
11235829 1791279 2170779
68374570 2301060 1985099
14257137 1518280 1606260
69426279 2075650 2028889
12581697 2206670 1564160
11418898 2032830 2016461
68331990 1673449 1526849
10583848 1841860 1756400
11522058 2183780 2193940
65439269 2164880 2218650
13297047 2395060 1899050
9291399 2006780 2050150
70586429 1782639 1782759
11918538 71156949 1647430
14089038 2127810 2052189
17888907 2214139 58808841
32450225 1894110 2122859
10092469 1760439 1658201
7645089 44496223 2055660
15865527 2038579 1546110
10509538 67037398 2085941
18882048 2082360 1856920
14665658 2171319 2160760
69811969 2190000 2154950
17019777 2206850 2134409
71556759 2212330 2274479
14322748 2165230 2246329
69956240 2270229 2229700
13233848 2122049 2142940
77298158 2335390 2139079
25895086 2232759 2222031
75230419 2302800 2330280
17661778 2206240 2323720
74393028 1914830 2062170
16051648 2180510 1870969
69307430 1634619 2091200
10822968 1739880 1741560
10125608 1783840 1781810
65384490 1757919 1411740
9244199 1827480 1952730
10210298 1700320 1394300
7819419 54638372 1774740
20832697 1890260 1920509
15995848 1643529 1608500
68840749 1634010 1425850
10117618 1733710 1432130
10881878 1895070 1731570
64582700 2098800 2178600
13215988 2057900 2031640
13428518 58130271 2134330
17262957 2136120 2072789
11701278 1970229 2045160
65157390 1347340 1592459
17766757 2016220 1865960
15484488 50716333 1928490
25304396 2021760 1952440
72894099 1779579 1832100
9959618 1543770 1430810
7905569 1747519 1736750
9070619 1538819 1626290
65591240 2299940 2094449
18821038 2219089 1906180
12248798 50975192 1770499
15811147 2419820 2064519
16353208 2026810 1919830
64709080 1657200 1436230
14856248 1869370 1893730
14948318 54697732 1984330
18048137 2035620 1678090
9458469 1474230 1463090
8121028 1502610 54839061
20180017 2229519 1947270
11040538 2092999 2161399
61453221 1482550 1704409
18495927 2124500 2029550
13403618 2064249 1945700
65574950 1776270 2146569
22701237 2443849 2095370
65708720 1672320 1405210
12778298 2149170 2155159
13972938 1704010 1619760
61004541 2037519 1767110
9657078 1884530 1693840
8358458 1815800 1823800
10083998 54808832 1677310
16863157 1908139 1989400
10711689 1638739 2037070
11979848 51209622 2283920
21571347 2226880 2231480
88326406 2216300 2144700
15423358 63451490 2116340
25716196 2234889 2130560
16903918 52383971 2406070
18078987 2202920 2206019
75683508 2265560 2250820
12003589 2239370 2252879
10511589 2454529 2439810
74379149 2549149 2583200
14399787 2085180 1782100
10019328 2072610 1968760
60069960 2461630 1941639
17887636 2036450 1805039
72669789 2465680 2245209
15239908 1721240 1905139
64918720 1854320 1911320
20997497 2066420 4765859
15364978 1745749 1940080
12228439 2668910 3140489
10868248 1479210 1423560
14251767 2617050 51295492
15627208 2287259 2010580
18035287 2232660 2110379
73251309 1612980 5852399
15768907 2100550 3606810
73296698 2353960 2127620
20207136 2214560 2144580
72719248 2399550 2431010
13932258 2168879 2177960
69997519 2265589 2267869
19235717 2188550 2122340
67097499 2379520 2145000
14379527 2210460 2169909
12648328 2355180 2137400
67586970 2292590 2267149
13809538 2268320 2148710
70757159 2495219 2343460
18832247 2181640 2146239
74648909 2188709 2133010
18583687 2148140 2177420
68547420 2302040 2187339
12709238 2179650 2212970
13973768 54962982 2318619
24326956 2154210 2203060
13843548 2153270 2142999
76088808 2594190 2228070
19405796 51470673 2168309
17526977 2122810 2041050
9213658 2141760 2191550
7360808 1863439 1744050
60036461 1631830 1426339
9031099 1744000 1561849
8295679 2058350 2129569
70963269 2197069 2190410
