ABOO AVL Rojinegro
10788028 2026170 2096680
10257879 2048450 50853473
14338168 1819269 1940000
10312448 2075899 2167530
11497988 2081500 2149400
62655641 1377980 1507450
9703908 1921620 2013470
10739688 2146160 3739409
67507410 1850430 1524580
11021668 2092940 2074379
10446229 2214210 2069009
65791711 1865399 2048450
8605519 1939529 1930060
6990449 1511270 1386020
7148129 54611581 1951260
10691319 1774301 1584139
6432439 1475790 1398130
6484639 1363020 1480020
7724969 1410410 1405570
59156061 1397860 1545700
7274409 1486460 1602850
8203588 1909290 1811130
6526889 1366720 1423850
6037229 1429210 1462110
61116650 1421140 1390360
6466429 1670150 1539119
6364219 1882180 2000610
13273398 2087920 1994999
63940461 2082030 1667230
8720219 1591070 1778619
7399359 1464200 1880180
67422550 1865629 1683130
9252669 1404459 1597479
6804169 1449450 1367600
7264399 1384890 1526459
67545040 2111359 2083860
11085078 2140760 2241430
10588698 2196799 2082030
63982691 2114059 2123169
10877559 2143459 2144030
9834428 2118920 2077380
66861590 2099140 2133790
10576208 2076279 2075990
9472409 1710020 1685199
64858500 1999150 2028060
16787597 2072770 2124060
11636388 2074590 2064689
55574992 1421730 1878790
8474328 1467320 1487820
8097269 1841399 1661499
7098849 1424670 1783130
6975298 1721430 50773713
13966948 2115459 2118970
88939987 1890029 1876910
10443438 1903879 1945739
10355668 1972269 1724580
70020680 1649530 1511729
6401109 1459300 1443920
6021159 1379590 1551700
6552089 1569339 1456380
77153179 2016639 1549030
6908309 1417290 1437130
8219188 1788340 1969710
58368641 1595780 1413790
11204268 1980710 2057530
10870219 1653640 1526899
8521159 1707600 55042532
14071829 1698269 2059030
10074548 1600950 1554360
7906109 1607420 1469919
67164660 1821070 1655370
15125967 1894779 1836389
9710639 1503399 1715000
62828251 1549819 1508509
11207429 1500990 1567599
6415859 1371400 1421620
8584148 1920240 1371690
62038141 1453930 1872709
8753309 2166460 1970720
10333719 1647759 1356540
8127748 54714682 1886600
15335457 1546100 1600260
6889769 1437780 1406289
6614508 1930050 2108300
65493731 2178399 1968930
7353499 1518910 1982330
10044018 2002390 2071100
9998408 2048380 50800902
15629498 1902030 1851419
11763138 1519151 1725569
15132088 50814332 1666830
15062968 1623070 2294059
19325107 2008699 1982010
8530528 46819704 1991630
17360877 1545660 1674429
13690478 1462170 1685390
8489589 1715050 50635813
16766457 1953150 2236750
11639359 1965109 1662200
62712030 2188770 2191929
16290338 1925390 4276589
10647438 1994290 2107690
63181880 3390460 2040209
8253758 1482110 1743060
6028419 1391480 1459890
7868680 1846720 1848340
65441630 2079840 2126339
14553708 1570270 1495670
7512189 1370510 1673749
60852261 2237010 2196950
15664517 2089289 4063309
11680309 2098990 1980490
60354511 2150710 2157990
16489987 2099489 2122730
11574709 2158459 2135880
66144370 2156920 2129660
14788737 1404190 1392120
7949129 1441930 1572090
71316259 1446000 1525300
9146619 1644230 1428400
7663579 1738539 1723100
7096499 50598442 2107480
16303197 1876460 2002590
9379358 1518950 1444380
7144929 1428760 1400389
56292022 1842850 1661389
15096027 1992570 1987230
8786949 1404250 1515350
6463239 1368030 1366370
67806510 1495759 1485470
6396859 1431050 1513030
6545840 1379120 1389319
6451389 1431200 1365280
66962920 1913949 1953250
13412548 1917350 70418040
19307927 2069709 2051250
9040719 1606280 1988649
64530751 1944900 2072759
19796797 2105610 2229079
84541807 1881949 1645150
8417068 1790210 2109679
9757148 1418280 1374900
5687289 1442690 50716172
13045078 2149540 2108790
9474948 2115010 2169940
9435029 1944250 1852690
63672331 2118480 2109349
11188279 1740430 1524330
7577419 1660300 1543730
7939088 54705372 2053040
21108297 1934969 1913550
12559288 1867840 2057960
58919321 2238010 1977810
18096598 1924960 1948789
11480748 1868119 1853130
59920801 2142870 1885480
19298806 1869200 1612350
7358629 1712110 1501571
66939770 1853170 2081290
12762389 2038100 1994999
10698298 1579680 1758590
59251731 1571270 1705260
11550188 2029190 1461520
6389510 1578370 1670820
6856569 1546730 1633880
7546998 50618113 2076670
12581879 1909570 1516390
7881929 1417280 1387040
6771959 1386780 1403690
6055070 1397900 54770462
11016568 1374850 1566750
6676819 1444820 1649159
8261688 2045310 1725239
6860189 1365519 1377189
61087571 2159450 2209600
11184379 1584870 1472061
6056818 1440330 1593640
6665859 1372600 1377990
71061099 1912530 1640320
7686608 1432410 1435410
6083169 1388550 1450939
6446730 54519652 2035350
14145348 1560010 1385920
6426940 1662169 1531850
6317059 1391140 1392810
8698869 2289929 51023563
18864537 1688480 1562299
6842899 1422970 1445370
6103609 2020950 1811260
69394850 1517840 1553370
7091169 1398620 1787209
7235619 1378330 1499630
7172459 1435950 1973130
66236080 1400850 1573230
7465399 1457779 1696930
10904648 1414039 1755140
59829501 2106890 2169009
13744077 1458400 1469160
7069109 1437880 1415580
7060859 1709010 1564120
6851049 1443980 50624242
21177307 1865100 1725270
7992228 1615080 1405200
6229169 1617860 1760599
70658440 1711519 1473329
7927358 1410030 1465020
6088209 1519520 1900170
67830740 1418599 1374980
10980258 1436200 1425890
6299899 1796850 1912850
7848739 1454900 1450810
63468780 2099159 2090740
11914598 1578510 1517759
8562318 1558570 1594390
64855770 2221050 2140689
14657608 1526100 1439300
6221389 1436820 1410649
6184358 1396709 1377620
63555141 2142820 2221470
8462989 1451739 1495299
5814159 1348309 1373110
6182919 1584920 1495760
67462239 1415310 1367030
8498549 1455820 1591520
6919490 1362909 1382300
6855439 1855150 1944139
83512317 2057070 1997740
12070588 1727300 1486600
60929591 2204209 2173150
13000679 1673840 1715270
8894319 1721109 1813950
65806660 2150549 1713000
10539288 1402470 1492109
7082129 1537299 1543110
7950169 1681520 1845799
71234740 2040660 78888608
20526537 2313739 2143460
87404687 2135370 2252450
16623838 2082930 2098619
82482868 1381530 1499009
8838998 1479710 1552730
66952660 2138260 2089029
20470117 1996770 2041930
8479308 1481720 1756890
76222519 1467229 1884100
8854179 1525680 1461189
6871049 1887460 1904980
73529579 2168590 2163219
9723469 1988420 1948029
9256449 1854269 1957590
67276739 1549110 1748209
7945649 1732119 1699860
6414049 1811060 1694219
59483572 2266319 2236120
25721156 1413760 1651940
9010328 1577760 54720702
27529216 1825210 1801060
10754138 1826420 1860360
8120379 1412250 1385349
61001911 1889800 1699130
10226318 1665240 1941300
67844800 2109530 2110130
19329447 2093070 2097910
12470278 2042129 1910679
68639510 1821620 2020499
9646389 1562530 1721809
7338949 1388630 1415860
70287749 1800269 1866750
13589378 2076230 2050299
9815749 1829240 1915189
58975502 2167219 2115240
18149437 1419890 1462740
10446558 1722000 59870961
15417408 2025150 2030700
15746838 2093740 2068169
70575490 2091740 2059440
14562537 2057930 2006870
71302500 6146199 1616380
10595268 1834930 1940570
8595959 1860040 1732639
68679470 2321250 2067700
9201798 1403050 1512200
7673699 2120120 1859939
66826860 2147900 2135529
10047898 1577960 1413449
7703139 1510180 1762120
6379629 1514900 54972311
14114687 1557010 1505410
6774389 1726810 1727380
10004918 1917110 1906549
73264569 1408430 1528210
9816579 1796049 2029500
11664638 1721150 1522250
20704327 1547270 1419710
6762908 1412460 1420360
8225419 1573210 1490090
61911130 2179500 2124240
15140328 1664850 1480740
7241249 1380489 1396440
6201809 1421680 55267272
13369738 1752379 1844620
12979408 1399630 1670140
8943259 1516980 1485119
66378780 2170440 1655000
9245808 1578270 1878390
72844769 2403059 2169549
16629148 1770720 1422600
7376549 1818060 1690030
10404209 1498370 51150762
25878487 1464409 1579910
8976719 1693009 1618890
74770359 1756590 1928649
11059998 2056180 1644979
8840779 54755652 2185760
15522127 1710530 1423289
6094969 1631240 1532999
6647950 1532039 1669920
7913869 1423120 50444733
20156747 1914290 1550349
93204057 2479139 2386480
7489789 71006049 2220600
14697038 2411679 2211719
10218019 2201590 70204580
27227846 2022110 1546449
81418448 2393630 1964190
81371078 2138720 2264800
21353356 2211540 1800720
11596328 1594630 1487180
69962979 1758690 1604890
8613818 1685829 1646610
8108699 1535780 1675000
81505348 1968930 1421570
8311978 1392810 1487860
6393149 1470720 1547450
6113068 1502271 42374994
17935648 2134529 1802350
13919588 2507780 2107509
78258388 1791880 1976690
9883148 1459110 1453930
7831969 1604829 1403120
65452400 1555481 1541630
7365879 1412820 1439510
6578379 1396130 1468749
7301638 1585660 1583540
72332859 1972540 1792880
11629878 1558939 1468290
10529789 1584939 1637340
67262730 1491460 1416049
9278678 1710770 1377560
10918918 1540250 54395262
17818578 1684669 1538790
7518249 1379590 1441430
6929069 1444210 1431990
6038349 1478910 1488020
64787430 1724149 1596839
8977469 1717560 1516809
7951239 1436380 1395540
68972419 1865909 1502450
12915759 1979809 1747450
12377978 1474959 1394210
69743570 1995969 1831061
10687529 1912149 1518760
9950869 1443209 1678250
63063851 2197720 2009439
9411689 1605300 1442049
8537078 2085020 2054310
9616338 50566412 2406670
17078537 1820290 1873409
10450879 1897559 1917610
7792009 1687500 1438410
65264421 1775190 1665930
10262469 1824430 1755330
7149769 1471020 1478380
61991091 2204829 2174550
13132088 1952350 1894589
11359498 1962309 1927000
69914099 2242680 2114710
15211308 1740660 1431550
11762479 1672300 1628780
67739030 1515480 1498910
7839478 1589130 1701850
6856959 1430579 1508360
60409571 1508340 2162899
18440417 1577410 1468790
6960869 1491430 1519660
7364869 1345920 1479280
71816139 1827240 1576320
13031628 1728410 1457570
9291838 2025519 1442230
62851061 2193710 2120040
8037529 1677140 1383851
6047020 1458180 1360120
6582769 1426840 1446360
69559519 1624200 1733060
11453738 1684600 1450769
8766278 1624709 54236302
25129346 1781739 1598620
10273778 1876340 1363570
58835021 2538599 2167529
19147108 1593270 1478350
10765849 1940250 1494920
67488450 1843520 1416890
7266928 1626150 1421060
7603529 1529090 1462470
8483809 1659670 1359999
63652561 2120760 2146469
11654169 1505560 75170008
17415837 1826039 1414750
7095919 1970240 1465540
9299558 59210770 2072920
14386838 1488330 1369409
5747970 1430089 1377799
6815510 1720670 1554750
72260729 2316000 1770620
8906299 1708700 1397629
6011960 1595049 1474450
71215580 1483189 1380310
7934389 1633410 1923969
8761239 1376060 1797480
9855218 1511980 54767532
9333429 1620240 1455410
7283799 2036590 1454949
8613609 1728950 1669930
7626989 1789019 1671060
59852241 1529420 1615400
8304429 1477619 1629090
7787439 1977080 1906519
8207109 1583379 1445520
64505560 1505640 1562889
11014479 2130899 2148920
10648929 2056019 2100959
72891459 2098180 2149090
13682958 2090069 2093390
11489138 50982142 2159739
18286817 2190300 1940800
7641959 1379659 1525410
6098789 1372430 1345940
70481960 2107549 2101180
10960868 1748650 1393210
7224939 1599560 1382159
6344978 50907713 2181590
17539568 2181550 2130260
10223028 1416460 1413439
64649791 2097239 2108030
22833677 2117889 2133790
12621488 2111299 50965333
14553598 1610110 1461410
7189949 1909189 1690680
10312338 1997690 1934130
68018720 1844039 1798110
7539869 1890780 1572379
7655719 1884879 1785970
7392659 1490139 53768553
12553428 1500590 1517819
9451679 1702749 1910480
7902019 1675060 1778729
9942929 50768712 1869880
21025487 1894619 1915619
7874569 1554431 1588249
65487970 1557920 1567100
11812359 1929020 1640240
8927118 1660540 1662330
8930648 1871330 1518410
60097681 1813250 1517409
16807808 2014950 1922980
14428928 2030990 50781862
13817578 1576140 1634569
8478729 1893689 1657720
8962649 1635510 1745600
66950610 1883490 1646840
8940618 1519190 1757370
9671548 2135140 2138070
74117059 1729120 1570859
13297548 1582820 1796579
9696599 1411360 1914350
61129071 1623649 1588459
10539789 1791559 1702000
7639079 1561040 1459959
7352500 1467849 1380280
76774669 2088079 1947780
11592758 1580810 1422550
8426188 1629140 50893733
21879156 2019870 2091240
8517338 1784090 1445920
62198861 1833369 2147869
16858208 2041969 1631609
14773878 2270300 2081799
65510890 1722039 1647800
10919048 1595220 1703890
7329559 1439240 1457689
9279969 1499760 53522702
25445666 2126260 2039660
15813828 50846673 2254299
19992547 1856100 1849830
19221737 1958530 1372519
76770279 2029319 1883089
14445528 1670620 1375640
63141311 1716930 1955900
10265818 1601850 1467110
83743267 1633790 1463200
8371369 1531009 1490520
6136029 1527740 1341120
7707759 58658391 1702240
14469377 1617549 1436450
8031889 1620099 1607889
69868300 2054939 1995241
20293368 1792059 1717180
12190878 58653971 1637390
12763928 1730470 1558030
7290079 1462779 1561030
6976279 2185200 2115449
63726541 1842380 1813341
11966929 1882949 1910020
9729269 2183449 1870270
65850700 2427320 2092239
11108728 1513889 1748220
6641129 1655830 1916060
11956788 1903460 1491690
65585610 2067940 2103449
10610468 1427191 1643599
6633189 1632410 1817389
6543539 1539659 1501010
68862990 1593820 1726499
6876439 1515200 1558690
14136348 2274470 50572432
21043087 1563369 1461120
7368219 1613520 1631260
7334249 1439729 1438660
66831030 1775420 1578820
10142688 1515830 1591690
9123419 1723370 1597499
65135910 2354950 1552600
11006848 1727620 1810820
15578137 2168750 2034190
71643769 2215460 2060839
12321178 2093420 1590470
8241228 1878699 1569530
68163350 1433960 1606900
10336169 1654650 1420050
13427948 1399739 1597170
58662942 2014439 2030360
11777538 1468530 1404410
5727379 1422939 1433140
5539259 1533690 1361430
63758081 1751800 1392099
8068059 1645940 1409160
6814829 1444720 1461950
5734409 1671540 1617040
9087618 51345733 3844129
13707578 2116510 1542419
6654898 1540820 1368090
6013339 1465000 1368030
6376979 1486320 50306162
11311979 1570819 1571210
6857029 1913890 1422089
8269829 1430630 1488990
6968949 1509990 1376249
59963782 1879980 1423390
8364779 1477039 1364219
7435599 1491750 1418829
6165989 1385530 1496500
62610451 1846110 1414119
7419769 1458370 1548180
6731529 1522030 1811439
7747699 1399680 1370240
6010229 1536230 1362030
56604322 1917060 1435090
8212469 1765399 1499490
5811859 1769120 1370260
7615519 1425140 1377749
5799109 1724980 1569470
66665670 1821349 1826589
9500979 1740069 1452110
14034767 1918280 2132370
61704871 1763230 1469630
12230018 1514700 1377140
6704549 1657450 1657819
8167469 54270612 1557610
16879217 2080459 1671440
20525036 2055169 2089220
65007351 1647329 1555120
14846637 1977670 1895960
71330280 1753560 1940230
12106368 2033060 1927570
12677208 2074539 2005010
66948840 1795170 1368560
7564128 1689809 1757210
7782378 1652390 1934440
7024979 1453930 1705630
60311541 1771569 1457849
9274139 1613580 1803049
24469457 2040910 1534429
57963701 1448320 1368600
6531569 1590660 1451520
6712289 1441920 1763259
5726249 1478880 1381620
6060999 1375650 1491020
58463182 1791149 1556780
7485950 1485999 1632280
7252389 1633200 1604679
7179599 1592430 1561200
70982899 2057440 1886150
87944217 1397989 1599600
15982908 1992969 2069580
75975089 1600539 1521160
17758097 1611990 1588270
95998656 1419200 1545269
11371359 1389360 1347109
6059359 1521180 1357270
6438019 1387060 42300734
11178138 1378530 1387640
6783089 1384660 1451050
9653338 1393440 1557560
7830629 1609080 1779750
58397861 1438319 1495260
6648139 1365670 1479610
6197009 1513830 1573890
7334559 1393219 1344700
5958250 1661830 54645262
9791668 1367510 1350990
5828139 1388560 1374629
5737880 1510130 1686800
7314859 1463550 1460800
60394221 1437030 1431570
7366349 1486620 1415230
5672539 1397680 1714899
7150329 1389920 1374410
5904239 1545300 1427580
5958549 1345199 50171892
9114309 1516140 1366789
5874589 1416580 1367410
5952889 1364670 1392030
5426569 1385600 1404990
5921089 1371960 1497181
62310000 1347730 1368420
5682999 1396129 1392650
11209569 1950880 1951090
10236988 1943829 1917340
59591861 1422200 1456209
6395919 1449599 1518780
7007089 1667180 1811990
11972298 1583150 1434350
64236710 1394360 1492999
12643888 1742719 1529700
10545418 1423501 1383499
62442591 1435540 1378269
6113740 1362679 1359630
5664679 1437110 1534520
6696659 1387250 1424150
6809908 1724530 1507960
57963871 1366500 1362810
6144180 1810230 1769770
6963668 1542200 1533700
7466869 1378629 1401200
6137459 1958479 1661850
66458460 1390940 1840290
8706709 1811080 1685140
7884478 1557769 1806110
7549319 53366542 1768030
13306058 1381690 1365420
7623688 1637950 1790580
7002149 1664710 1832199
7760689 1377360 50382392
10006029 1376731 1440140
7282259 1344370 1438170
7258868 1382840 1473179
6638409 1740850 1613880
62753431 1512839 1358960
8498299 1997590 1776200
8214309 1648620 1635519
6886769 1582139 1627380
6763869 50344992 1362991
13630079 1530890 1642540
9815598 1623510 1554720
9361229 1539430 1429469
61951961 1446220 1359200
5878148 1381310 1371360
5538899 1366620 1347190
5472409 1345120 1346570
7363259 1364289 1368149
5937689 51543492 1637559
9285579 1376460 1643580
9104999 1393710 1611030
6772229 1432290 1461509
6221389 1406079 1451940
58129911 1877590 1746800
9246409 1592599 1752160
8876088 1771099 1647990
7331879 1434690 1572440
63607090 1828720 1480590
6079979 1360639 1733640
6434099 1687430 1565210
8691478 3157210 1897490
67431999 1622750 1431440
9402929 1438440 1358129
9893458 1382170 1367250
6970109 1659729 1636340
68132310 2175030 2165009
10434869 1918779 1781090
7735109 1400020 1441139
63942761 8838119 1449359
9136648 1865300 1549190
7884368 1476050 1546420
7283119 1587380 1636370
50589912 1432880 1376610
7194538 1415270 1379580
10539358 1953040 2016810
6888999 1348379 1350060
66558750 2185769 2094100
19077907 2140460 2269789
8645399 1413220 1403899
6002820 46905973 2159819
14989207 2151760 2196309
9543449 1462420 1732390
9748668 1933200 1678300
65166720 2089729 2170950
10817338 1823599 1880150
10512969 2114199 2045020
65015240 2067540 2755900
8808638 2620440 1618680
86028697 1783269 2208870
7949009 1848270 1458940
71396079 1938610 1959420
14304617 1568230 1499020
9050548 1488870 1964910
90951807 1565310 1654890
11060228 1359450 1542420
67962780 1811140 1684749
11077758 1400989 1644320
7055979 1606500 1382369
7307359 50296412 1703450
11703758 1493150 1623590
10798548 1520640 1393480
8871008 1649250 1544430
62176061 1368440 1992430
9525328 1475790 1566220
6872519 1374940 1357730
7333570 1420779 1807260
63044271 1815029 1678860
9581199 1630460 1453769
7588149 1407880 1637070
6900839 1458930 1823419
6247159 1686700 1508250
66499450 1753739 1710399
9136239 1419810 1629130
8850898 1910600 1613250
14583597 2018900 3405150
7730939 1856519 2034750
10027358 1494599 1701690
58713131 1835700 1559540
12198288 2010180 1962930
9896418 1679900 1656220
7668309 1961450 54844972
13453567 1698409 1569100
8196319 1414890 1421960
6414628 1414560 1343200
6621418 1490800 55551592
27282196 1792860 3933189
11085138 2039600 2252609
8762389 1491200 1425100
43787853 2111939 1588880
8092889 1557320 1762860
6439739 1429630 1424860
6242709 1396520 1556239
5838759 1580990 1518470
57685501 1555050 1469540
8189138 1519500 1475010
8744619 1556860 1485139
6199589 1430580 1393900
61735811 1465590 1397840
8916058 1498970 1480310
7641909 1461579 1733280
7597359 1492160 1532060
63341920 1952810 1798629
15705858 1694340 1621620
11091258 2074920 1992059
60873222 2120619 2023960
11759828 1931540 2005129
9105589 1372740 1524280
9834828 2012550 1741200
70447159 2155850 1958069
17383777 1971290 2049019
8404029 1665810 1975269
60592071 2421720 2256320
17595677 2043459 2139130
10713829 2263950 2292800
53383342 2312899 2232451
11354029 2303969 2188019
10642058 2166550 2152610
87606837 2130980 2113990
13946738 46814063 1634610
18390767 2115500 2170530
12694448 1453579 2280140
70281090 1727080 2033929
7812559 1696900 1587350
7880469 1583969 1656310
6434829 1432530 1559599
62026991 1582380 1491200
12244818 1557690 1496430
8442648 2018630 2053080
65171920 1419380 1547439
9597698 1687110 4963189
18069268 2143889 2117830
62845760 1477750 1748180
8958108 2102710 2199560
9516779 1455679 1766370
6511819 1405940 1353380
63374340 2149250 2139480
15082848 1417740 1817220
9408518 1362100 57514062
11037238 1488390 1422970
8160209 1468060 1584210
6833799 1531800 1610289
63974760 1876110 1496489
9197469 1470380 1473040
8089838 1377370 1362690
6653909 1423690 1392360
6660569 1419020 1431610
60773981 1360480 1414690
13912538 1514069 1958060
75618289 1522830 1581739
9448439 1420880 1428699
10697529 1472230 1387099
6121970 1463069 1462490
65545640 1792630 1940080
13504878 1657970 1401350
7428799 1802890 1719120
64150000 1435730 1858390
12460818 1553850 1643999
7907868 1698460 67140740
20210457 1677980 1727639
7449599 1371180 1380480
7208189 1387530 1716379
5910599 1372940 1359670
55719072 1423900 1470970
7330860 1655079 1494440
13006888 1856130 1824200
8273778 3406530 1653440
60798211 1437310 1760580
20876617 1503100 1719830
9650229 1503279 1516839
7371529 1775610 38418434
14102718 1924919 1884990
9159088 1752520 1848300
10286068 2039600 1909850
65968470 2105440 2111529
17585337 2114299 1991460
9011798 1667090 1963100
6887339 1531950 1389420
68092351 2371509 3572010
10328738 1687690 1689000
14794807 2065790 3766960
42539334 1537930 2029469
14733748 1934720 1549170
7199409 1361240 1386219
9128439 1521250 46587183
18887547 1856700 1940190
9418228 1786790 6679439
8007488 1637849 1548080
55486192 1731360 1783839
8048009 1908520 1815359
8399899 1345460 1394150
9788358 1380370 1415390
62356050 1687620 1883150
14650178 1824310 1847610
13007268 1666699 1482819
62064111 1427810 1371820
8197809 1511330 1393790
7572549 1696739 1715820
7608949 1950009 1741180
63579201 1573220 1506840
8147029 1558510 1644120
7779939 1394730 1565349
6581970 1483719 1576960
59192661 1895150 2529279
28995086 2531280 1665750
8248459 1542420 1826220
67962671 2130419 2093090
8922219 1575709 1427830
8111529 1871620 1861310
66811351 2248389 1601800
11680008 1395190 1671720
8302989 1592190 1464930
63043141 1415959 1644380
12588478 1885580 2082950
20084917 1482490 1377499
72643109 1938119 1537490
12488428 2190000 1828670
76295058 2106930 2105889
12671959 1862229 1949040
9371319 1819629 50131013
20915807 1371080 1417649
10065359 1957510 2005790
70593200 1973419 1521170
15419757 1745560 2261470
14289018 2142519 2140200
64915560 2185310 2153830
12285248 2144619 2175820
68827660 2146209 2137870
15629738 2141410 1998319
14003578 2126820 50927082
18264117 2265620 2178170
15428677 1969390 1825610
61622931 2116410 1572779
14444478 2149900 2051710
14016057 1485620 1679000
72632109 2130549 2298940
15717028 1864170 1757560
60355091 2108270 2184770
21670507 2129529 2083710
14707748 1429870 1456489
74661688 3035910 3390600
115531963 1993100 1893010
68591350 2142190 2262210
16546497 1558630 5477839
31172136 2262360 2181419
11986868 1755970 50892943
19257568 2245529 2116090
11380798 1816480 1475990
7750839 1469349 1923590
69610300 2032009 1935270
8997969 1419840 1686309
11182408 1500109 1947270
66714450 2137970 2000060
7522709 1619300 1668809
9019909 1980609 1897370
79766368 2398870 2107089
18645968 2679749 2232920
72033190 1639260 2083130
7586189 1559190 1429939
5671009 1393309 1512760
65061880 2474660 2170669
16946558 1550760 1565569
7961669 1791380 1639840
78376648 2031690 2036490
10496879 1770470 1698720
10115808 1380520 1378650
50963552 1446110 3267729
11565458 1549399 1678780
8376029 1390520 1681100
7621619 1709190 1823140
63425750 2094539 1617420
8157058 1342299 1398850
7987979 1763370 1674489
66978111 1799050 1624370
9690559 1517179 1576620
7431849 1543360 1587009
7060919 1974029 1649610
64400370 2035810 2013680
15661277 1925880 1900270
66062630 1677110 1530609
14076078 1562430 1477360
7844219 1477000 1497690
9039409 1724450 2014919
64004181 1423009 1420590
8791579 1828970 1463630
8230718 1442670 1539560
7233938 1428940 1392109
70923140 2206820 2118899
10899139 1347309 1389610
7301209 1779030 1386490
58722772 1391980 1354679
9346349 1389160 1511829
7721088 1432289 1593360
72209499 1457750 1391820
9220059 1604899 1392840
7259809 1402610 1449080
6613469 1413519 1962080
7284109 1454030 1481519
65233471 1574969 2040869
19020747 1923129 1787730
78392418 2159540 2244379
11131268 1556159 1418829
9301969 1859870 1654989
64414921 1598830 1829869
11175859 1844400 1707889
9946879 1975280 59106031
19914587 1754190 1643129
10124768 1750660 1816579
10644789 1788419 1841520
63594711 1581110 1677640
8273079 1867990 1947069
67453899 1872410 2188840
12631288 2030159 1783480
6984249 1689170 1541260
6262599 1604220 1633810
63289611 1734039 1881849
6826839 1725560 1383110
6996349 1468549 1458640
6540940 1637460 1454520
9446668 2130980 50888693
13233348 1778280 1661849
7524909 1706730 1725339
10428399 2090070 1955550
69904420 2013840 2067510
9647098 1685210 1562320
8237779 1520050 1586920
9234728 50838443 2063919
20049767 1975599 1988810
13333118 2025050 2014649
158264487 1388940 1423180
9999568 1991079 2061759
87152458 4619659 1805200
23981596 2148080 2102479
69359710 2052089 2095709
10285609 1596210 1488029
6979339 1557690 1501569
78574249 1772670 1747939
11182939 1481300 1555249
11485189 2025459 1986570
63189341 2026009 2054630
17991557 1770540 1793250
63835121 1529429 1743320
9760188 1993409 1909960
8991288 1698400 1704240
9448709 1748090 2027949
66764900 2043200 2116329
16419638 2118620 2107200
73106078 2089050 2108250
14271768 2061189 2082180
74717789 2127650 2119399
17753068 2106669 2164780
11077188 2092160 51013303
43966354 2085700 2031279
68571240 2990940 2136460
15813358 2133230 2102620
63862490 2081480 1946579
10087819 1556180 2069850
7894048 2076670 1580460
9145179 1524900 1582860
59601871 1807330 1940929
9706919 1847969 1761961
8297099 1529370 1588040
10385968 1850290 1804340
14396088 1497540 1410589
6346750 1525579 1420560
6108570 1389850 1585300
7452869 1389329 1375040
61357400 1453660 1502640
6997629 1613730 1853939
7181259 1471680 1558850
6214750 1683320 3850759
57962102 1483569 1403970
11535288 1860700 1619800
9626858 2015180 2190520
9564699 1398600 1519600
67988280 2156330 2168600
8716439 1684170 1437590
12881528 1832960 1598910
58327131 4131149 1997940
13947708 1723870 1605429
10312329 1990660 1791470
59301872 1382030 1461680
7584119 1525330 1686730
6673219 1565870 1886439
7689599 1564130 1608830
6592308 1368140 1422950
62931641 1902460 1510020
7045169 1501260 1609830
6480009 1570859 1576569
9409739 1914230 1730339
64531101 1864809 2046580
8956019 1698340 1513450
6322989 1456600 1814800
8041719 1381660 1489360
62799441 2331220 1917920
25537627 2172729 1867340
68416710 1422030 1423080
11421458 1814839 1386900
9441399 1643490 1441740
64323101 1771619 1756950
8048149 1507220 1568519
7653539 1780260 2093930
9954168 2087110 2032640
64642420 1588750 1403740
6159949 1653950 1569639
6468590 1438390 1484900
7488989 1588199 1442610
66560850 1887170 1899520
9649368 1533080 1390450
7009599 1653369 1535860
6803329 1475320 1398670
61334541 1685370 1562301
9901609 1465780 1435000
9467489 1777030 1581889
8206879 54336462 1631380
14128458 1601680 1577889
13250018 1638250 1831720
66041050 1806410 1568049
11508099 1433500 1824039
14294068 2121340 2107800
67838700 2197980 2076410
13298118 1876909 1622229
86916327 1636990 1761450
11502948 1927430 1546740
72739759 1739260 1654239
15135238 1738740 1687830
9599138 1712280 1801470
71848450 1669340 1923879
9694478 1800770 1632940
8301278 1459460 1536040
76409158 2053090 2091400
7795369 1577479 1413870
7509369 1377760 1459860
64156940 1477660 1478380
10759568 1901290 1709740
8686048 1635570 1944260
10442328 2049860 50851912
13855018 1420190 1544100
7089599 1410300 1450800
5605740 1463919 1479100
6801109 1646790 1975959
65483600 1504920 1472100
8349129 1484990 1552050
9241328 1848520 1416650
9242769 1449980 50914123
12159658 1385480 1662550
7485409 1412730 1499440
6581550 1539249 1728209
6168739 1428140 1584710
63921520 1394020 1378620
6312239 1573240 1673229
7356168 1499840 1616650
6570309 1700020 1549889
5982040 1432960 50221562
11655618 1363970 1574210
6099840 1617280 1739869
7943779 1400120 1542450
7653189 1407989 1367860
64874750 1443690 1765570
6627959 1931310 1587751
6059789 1410520 1369680
6378829 1421590 1363350
60891551 1762349 1629540
14007108 2062790 2026200
10596138 1940280 1391890
7643018 1616690 1756450
61816980 2054000 1866500
15592907 1563000 1564500
6587099 1387009 1376080
65031711 1509450 1400990
7810368 1435490 1389900
5961529 1368710 1491180
5850679 1434630 1405429
6886158 1404740 1471410
58896651 1443590 1374750
6145629 1458109 1490470
6745199 1548140 1536980
6343689 1351830 1389291
7210808 1886810 1982400
59423391 1625470 1428189
7785109 1935340 1549020
7012409 1422229 1433710
6776810 1683110 1832459
68614410 2246149 2185770
10745809 2160349 2163370
10934188 2137880 2192549
64173141 2036070 1852959
7215498 1400300 1506950
6103659 1410859 1469749
8355749 1555140 54582142
12296398 2191470 2190139
10173669 2162070 2189060
7980639 1426940 1361330
61270870 1375740 1416090
